,Product ID,Category,Sub-Category,Product Name,Unit Price
17503,FUR-FU-10004790,Furniture,Furnishings,"Advantus Photo Frame, Erganomic",34.4
17507,TEC-CO-10001919,Technology,Copiers,"Brother Fax Machine, Color",213.32
17520,TEC-OKI-10001433,Technology,Machines,"Okidata Calculator, Red",49.44
17530,OFF-AR-10004009,Office Supplies,Art,"Boston Highlighters, Easy-Erase",19.14
17542,OFF-EN-10001109,Office Supplies,Envelopes,"Jiffy Manila Envelope, Set of 50",17.34
17551,OFF-LA-10002334,Office Supplies,Labels,"Novimex Removable Labels, Adjustable",10.26
17556,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,4.24
17557,OFF-AP-10003866,Office Supplies,Appliances,"Breville Microwave, Red",301.71
17560,TEC-HEW-10002302,Technology,Copiers,"Hewlett Copy Machine, Color",261.87
17567,TEC-CO-10000137,Technology,Copiers,"Canon Wireless Fax, Color",253.4
17573,FUR-BO-10000961,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",124.86
17575,FUR-TA-10002093,Furniture,Tables,"Chromcraft Wood Table, Adjustable Height",323.14
17576,FUR-BO-10003604,Furniture,Bookcases,"Ikea Corner Shelving, Mobile",125.58
17577,TEC-CO-10002423,Technology,Copiers,"Canon Personal Copier, High-Speed",140.94
17581,TEC-MA-10000232,Technology,Machines,"Konica Card Printer, Durable",116.86
17589,OFF-FA-10001054,Office Supplies,Fasteners,"Advantus Thumb Tacks, Metal",13.71
17591,OFF-SU-10001343,Office Supplies,Supplies,"Elite Scissors, High Speed",22.53
17592,OFF-BI-10001422,Office Supplies,Binders,"Cardinal 3-Hole Punch, Clear",18.84
17594,OFF-ELI-10000443,Office Supplies,Supplies,"Elite Shears, Steel",46.41
17597,OFF-LA-10001658,Office Supplies,Labels,"Avery Round Labels, 5000 Label Set",7.53
17598,FUR-FU-10003150,Furniture,Furnishings,"Eldon Door Stop, Erganomic",32.52
17603,TEC-AC-10002370,Technology,Accessories,Maxell CD-R Discs,1.97
17604,OFF-XER-10000482,Office Supplies,Paper,"Xerox Note Cards, Multicolor",27.78
17606,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,1889.99
17610,FUR-BO-10000002,Furniture,Bookcases,"Bush Classic Bookcase, Mobile",415.2
17612,TEC-MA-10000772,Technology,Machines,"Okidata Phone, Durable",86.97
17613,TEC-PH-10004915,Technology,Phones,"Nokia Speaker Phone, Cordless",126.0
17615,TEC-CO-10000228,Technology,Copiers,"Hewlett Personal Copier, Laser",144.27
17618,OFF-PA-10001445,Office Supplies,Paper,"Eaton Cards & Envelopes, Multicolor",46.59
17619,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",80.16
17623,FUR-TA-10004134,Furniture,Tables,"Barricks Training Table, with Bottom Storage",212.2
17626,TEC-BEL-10002324,Technology,Accessories,"Belkin Keyboard, Bluetooth",83.88
17630,FUR-DEF-10000065,Furniture,Furnishings,"Deflect-O Frame, Durable",107.07
17635,OFF-SU-10002831,Office Supplies,Supplies,"Acme Scissors, High Speed",25.44
17642,OFF-AP-10000825,Office Supplies,Appliances,"KitchenAid Coffee Grinder, White",68.61
17659,OFF-SU-10003780,Office Supplies,Supplies,"Elite Ruler, High Speed",13.8
17669,FUR-TA-10004005,Furniture,Tables,"Bevis Coffee Table, Rectangular",315.75
17675,TEC-AC-10003034,Technology,Accessories,"Belkin Keyboard, Erganomic",81.69
17677,OFF-ST-10002800,Office Supplies,Storage,"Tenex Folders, Industrial",23.7
17683,TEC-STA-10003550,Technology,Machines,"StarTech Card Printer, Red",160.65
17687,OFF-FA-10002175,Office Supplies,Fasteners,"OIC Push Pins, Assorted Sizes",12.36
17690,OFF-AR-10000539,Office Supplies,Art,"Boston Markers, Easy-Erase",26.64
17691,FUR-SAF-10001870,Furniture,Chairs,"SAFCO Chairmat, Set of Two",62.07
17696,OFF-FA-10004339,Office Supplies,Fasteners,"Stockwell Staples, Metal",10.53
17701,OFF-SAN-10002020,Office Supplies,Paper,"SanDisk Parchment Paper, Multicolor",18.12
17706,OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,80.98
17708,OFF-CUI-10002314,Office Supplies,Appliances,"Cuisinart Coffee Grinder, Silver",39.36
17709,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",10.35
17710,OFF-AR-10001972,Office Supplies,Art,Newell 323,1.68
17711,FUR-TA-10001642,Furniture,Tables,"Lesro Round Table, Rectangular",299.72
17733,OFF-LA-10004594,Office Supplies,Labels,"Avery Color Coded Labels, Adjustable",11.19
17738,OFF-AP-10003210,Office Supplies,Appliances,"Cuisinart Toaster, White",51.6
17743,OFF-LA-10003337,Office Supplies,Labels,"Harbour Creations Removable Labels, Adjustable",7.16
17744,OFF-KLE-10000296,Office Supplies,Supplies,"Kleencut Letter Opener, Steel",23.76
17747,FUR-DEF-10004936,Furniture,Furnishings,"Deflect-O Light Bulb, Durable",16.02
17751,OFF-LA-10004094,Office Supplies,Labels,"Avery Removable Labels, 5000 Label Set",7.42
17752,OFF-SU-10002653,Office Supplies,Supplies,"Kleencut Letter Opener, High Speed",26.46
17754,FUR-HAR-10000870,Furniture,Chairs,"Harbour Creations Bag Chairs, Black",59.19
17760,FUR-ADV-10004223,Furniture,Furnishings,"Advantus Clock, Black",51.39
17765,FUR-TA-10004711,Furniture,Tables,"Lesro Conference Table, Adjustable Height",859.77
17770,OFF-KIT-10003337,Office Supplies,Appliances,"KitchenAid Microwave, Silver",311.07
17779,OFF-PA-10004124,Office Supplies,Paper,"SanDisk Message Books, 8.5 x 11",27.96
17781,FUR-CH-10004163,Furniture,Chairs,"Novimex Steel Folding Chair, Adjustable",84.72
17787,FUR-HON-10001627,Furniture,Chairs,"Hon Swivel Stool, Adjustable",166.14
17790,TEC-AC-10000510,Technology,Accessories,"SanDisk Flash Drive, Bluetooth",39.54
17799,OFF-BI-10002907,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Economy",27.99
17802,OFF-PA-10004761,Office Supplies,Paper,"Green Bar Memo Slips, Premium",16.95
17808,OFF-LA-10000114,Office Supplies,Labels,"Novimex Removable Labels, 5000 Label Set",9.87
17817,OFF-LA-10002625,Office Supplies,Labels,"Harbour Creations Round Labels, Adjustable",4.65
17822,TEC-CO-10003048,Technology,Copiers,"Hewlett Wireless Fax, Color",254.42
17826,FUR-CH-10002093,Furniture,Chairs,"Harbour Creations Rocking Chair, Adjustable",99.72
17831,TEC-MA-10003787,Technology,Machines,"Panasonic Inkjet, Wireless",312.09
17835,FUR-BO-10004388,Furniture,Bookcases,"Ikea Library with Doors, Metal",362.85
17836,OFF-LA-10004280,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Alphabetical",10.77
17837,OFF-PA-10003455,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium",44.97
17838,OFF-AP-10000258,Office Supplies,Appliances,"Hamilton Beach Blender, Black",69.18
17841,OFF-AP-10001931,Office Supplies,Appliances,"Cuisinart Stove, Red",538.29
17855,FUR-IKE-10002147,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Traditional",142.44
17856,OFF-AP-10003758,Office Supplies,Appliances,"KitchenAid Blender, Silver",98.85
17857,FUR-RUB-10000958,Furniture,Furnishings,"Rubbermaid Light Bulb, Black",18.84
17863,FUR-ADV-10004499,Furniture,Furnishings,"Advantus Photo Frame, Durable",50.01
17864,OFF-SU-10002131,Office Supplies,Supplies,"Elite Scissors, Serrated",19.23
17871,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,120.98
17873,OFF-SU-10002849,Office Supplies,Supplies,"Kleencut Ruler, Serrated",6.84
17896,OFF-NOV-10004671,Office Supplies,Labels,"Novimex Removable Labels, 5000 Label Set",9.87
17901,OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,4.06
17902,OFF-PA-10002418,Office Supplies,Paper,"Green Bar Message Books, Multicolor",16.8
17914,OFF-LA-10002762,Office Supplies,Labels,Avery 485,12.53
17925,TEC-AC-10001407,Technology,Accessories,"Belkin Mouse, Erganomic",25.68
17944,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,19.99
17947,OFF-AR-10001419,Office Supplies,Art,Newell 325,4.13
17952,OFF-LA-10002337,Office Supplies,Labels,"Smead Shipping Labels, 5000 Label Set",12.0
17963,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",2.52
17968,OFF-BI-10000621,Office Supplies,Binders,"Ibico 3-Hole Punch, Economy",30.45
17986,OFF-BI-10001622,Office Supplies,Binders,"Acco 3-Hole Punch, Durable",31.62
17987,OFF-SU-10003355,Office Supplies,Supplies,"Acme Trimmer, Steel",43.98
17994,OFF-PA-10003805,Office Supplies,Paper,"Eaton Note Cards, Multicolor",30.72
17996,OFF-FA-10004924,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes",9.26
18017,TEC-AC-10001246,Technology,Accessories,"Enermax Numeric Keypad, Erganomic",39.22
18023,TEC-APP-10004296,Technology,Phones,"Apple Speaker Phone, Full Size",124.59
18024,TEC-PH-10003011,Technology,Phones,"Cisco Audio Dock, Full Size",122.24
18027,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,17.75
18038,OFF-BI-10000620,Office Supplies,Binders,"Wilson Jones Index Tab, Economy",6.45
18041,OFF-BI-10002432,Office Supplies,Binders,"Ibico Binder, Recycled",15.84
18045,OFF-IBI-10003422,Office Supplies,Binders,"Ibico Binder, Durable",16.98
18052,OFF-LA-10002821,Office Supplies,Labels,"Harbour Creations Color Coded Labels, 5000 Label Set",8.86
18059,OFF-SAN-10000335,Office Supplies,Paper,"SanDisk Parchment Paper, Premium",16.71
18064,TEC-AC-10002558,Technology,Accessories,Imation†Swivel†Flash Drive†USB†flash drive†- 8 GB,11.37
18066,OFF-FA-10001126,Office Supplies,Fasteners,"Accos Paper Clips, Metal",13.47
18071,FUR-BO-10004665,Furniture,Bookcases,"Bush Classic Bookcase, Mobile",415.2
18072,FUR-TA-10000991,Furniture,Tables,"Lesro Computer Table, Adjustable Height",283.94
18073,TEC-MA-10001261,Technology,Machines,"Konica Printer, Wireless",267.84
18078,TEC-CO-10003682,Technology,Copiers,"Sharp Ink, Digital",124.05
18080,OFF-AP-10000751,Office Supplies,Appliances,"Breville Refrigerator, Black",345.84
18082,TEC-ENE-10001355,Technology,Accessories,"Enermax Numeric Keypad, USB",55.14
18088,TEC-PH-10004152,Technology,Phones,"Apple Headset, VoIP",73.35
18090,FUR-TA-10003637,Furniture,Tables,"Lesro Coffee Table, with Bottom Storage",252.0
18099,OFF-ST-10001073,Office Supplies,Storage,"Eldon File Cart, Single Width",85.58
18105,TEC-AC-10003556,Technology,Accessories,"Belkin Keyboard, Bluetooth",55.92
18107,FUR-SAF-10004664,Furniture,Chairs,"SAFCO Steel Folding Chair, Set of Two",87.96
18116,OFF-LA-10001469,Office Supplies,Labels,"Smead File Folder Labels, Laser Printer Compatible",5.92
18121,TEC-BRO-10001938,Technology,Copiers,"Brother Wireless Fax, High-Speed",377.01
18122,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,27.42
18123,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,21.98
18129,FUR-BO-10001943,Furniture,Bookcases,"Safco Library with Doors, Traditional",389.79
18141,TEC-PH-10003400,Technology,Phones,"Motorola Signal Booster, VoIP",143.22
18142,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,90.98
18146,TEC-AC-10003659,Technology,Accessories,"Memorex Memory Card, Programmable",103.77
18152,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,6.68
18153,FUR-FU-10002703,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",64.45
18156,TEC-AC-10002218,Technology,Accessories,"Memorex Keyboard, Erganomic",69.15
18160,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,69.48
18161,FUR-FU-10001791,Furniture,Furnishings,"Tenex Photo Frame, Durable",32.58
18164,OFF-ELI-10001057,Office Supplies,Supplies,"Elite Trimmer, Serrated",38.37
18170,TEC-MA-10004198,Technology,Machines,"Panasonic Card Printer, White",172.23
18173,FUR-CH-10004943,Furniture,Chairs,"Office Star Bag Chairs, Adjustable",57.93
18178,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",54.74
18180,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,69.99
18186,OFF-SU-10002230,Office Supplies,Supplies,"Fiskars Trimmer, Serrated",26.0
18189,TEC-MA-10004897,Technology,Machines,"StarTech Calculator, White",38.37
18199,OFF-AP-10003477,Office Supplies,Appliances,"Hamilton Beach Blender, Silver",47.36
18201,FUR-NOV-10000669,Furniture,Chairs,"Novimex Chairmat, Set of Two",58.59
18206,OFF-PA-10003022,Office Supplies,Paper,Standard Line ìWhile You Were Outî Hardbound Telephone Message Book,21.98
18213,OFF-STO-10001916,Office Supplies,Fasteners,"Stockwell Clamps, Metal",19.35
18218,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68
18232,OFF-HAR-10003659,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Adjustable",10.8
18233,TEC-AC-10004306,Technology,Accessories,"Belkin Keyboard, Bluetooth",83.88
18237,OFF-SU-10004514,Office Supplies,Supplies,"Elite Letter Opener, Easy Grip",27.3
18243,TEC-AC-10001090,Technology,Accessories,"Enermax Mouse, Programmable",41.79
18246,TEC-PH-10002683,Technology,Phones,"Apple Smart Phone, Cordless",636.3
18259,FUR-FU-10002486,Furniture,Furnishings,"Advantus Clock, Durable",32.28
18261,TEC-PH-10002570,Technology,Phones,"Samsung Headset, Full Size",74.49
18273,OFF-SU-10000255,Office Supplies,Supplies,"Elite Box Cutter, High Speed",34.89
18276,OFF-LA-10004756,Office Supplies,Labels,"Avery Removable Labels, Laser Printer Compatible",10.74
18286,OFF-EN-10003484,Office Supplies,Envelopes,"Ames Clasp Envelope, Recycled",6.0
18288,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,4.98
18289,FUR-BO-10004043,Furniture,Bookcases,"Dania Classic Bookcase, Metal",410.22
18290,TEC-PH-10000922,Technology,Phones,"Nokia Headset, with Caller ID",73.11
18291,TEC-CO-10000764,Technology,Copiers,"Brother Fax Machine, Color",319.98
18312,OFF-BOS-10002041,Office Supplies,Art,"Boston Highlighters, Water Color",22.05
18313,OFF-EN-10000219,Office Supplies,Envelopes,"Jiffy Clasp Envelope, Recycled",7.32
18330,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,167.27
18332,OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,47.9
18333,TEC-CO-10003307,Technology,Copiers,"Hewlett Fax and Copier, Digital",192.51
18348,TEC-OKI-10003433,Technology,Machines,"Okidata Card Printer, Wireless",175.83
18350,TEC-SAN-10003336,Technology,Accessories,"SanDisk Numeric Keypad, Erganomic",56.85
18357,OFF-LA-10000121,Office Supplies,Labels,Avery 48,6.3
18359,OFF-STO-10001239,Office Supplies,Fasteners,"Stockwell Clamps, Metal",18.96
18360,OFF-EN-10000122,Office Supplies,Envelopes,"Ames Business Envelopes, Recycled",17.04
18363,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,4.91
18368,OFF-FIS-10002661,Office Supplies,Supplies,"Fiskars Shears, Steel",47.04
18369,OFF-ST-10004768,Office Supplies,Storage,"Eldon Lockers, Industrial",198.39
18375,FUR-CHR-10000585,Furniture,Tables,"Chromcraft Coffee Table, Adjustable Height",269.28
18378,TEC-LOG-10001871,Technology,Accessories,"Logitech Router, USB",247.53
18383,TEC-PH-10001433,Technology,Phones,"Motorola Headset, Full Size",81.03
18386,TEC-AC-10000218,Technology,Accessories,"SanDisk Numeric Keypad, USB",53.16
18390,OFF-EN-10004684,Office Supplies,Envelopes,"GlobeWeis Mailers, with clear poly window",42.09
18394,OFF-LA-10000244,Office Supplies,Labels,"Hon Legal Exhibit Labels, Alphabetical",10.68
18402,OFF-ST-10000701,Office Supplies,Storage,"Rogers Shelving, Single Width",62.16
18406,TEC-PH-10000493,Technology,Phones,"Apple Smart Phone, Full Size",637.5
18408,TEC-PH-10000106,Technology,Phones,"Apple Smart Phone, Full Size",425.0
18417,TEC-CO-10003924,Technology,Copiers,"Hewlett Fax Machine, Digital",319.56
18420,FUR-BO-10003647,Furniture,Bookcases,"Ikea Classic Bookcase, Pine",413.1
18431,TEC-PH-10004825,Technology,Phones,"Cisco Headset, VoIP",88.53
18442,OFF-SU-10004008,Office Supplies,Supplies,"Kleencut Letter Opener, Steel",23.76
18444,TEC-AC-10001636,Technology,Accessories,"Belkin Mouse, Erganomic",38.52
18448,FUR-HAR-10002328,Furniture,Chairs,"Harbour Creations Swivel Stool, Black",177.69
18450,OFF-LA-10003967,Office Supplies,Labels,"Smead Color Coded Labels, Adjustable",10.95
18452,FUR-SAF-10003402,Furniture,Chairs,"SAFCO Bag Chairs, Black",47.01
18457,OFF-AR-10003592,Office Supplies,Art,"Sanford Pencil Sharpener, Fluorescent",25.83
18467,OFF-PA-10000947,Office Supplies,Paper,"Eaton Memo Slips, Premium",9.16
18473,OFF-BI-10002278,Office Supplies,Binders,"Ibico Binder Covers, Economy",13.65
18474,FUR-BO-10002812,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Pine",168.03
18477,FUR-BO-10001295,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",131.16
18478,OFF-AP-10002963,Office Supplies,Appliances,"Hoover Toaster, Red",83.64
18482,OFF-ST-10003907,Office Supplies,Storage,"Rogers Shelving, Wire Frame",61.2
18493,OFF-FA-10004474,Office Supplies,Fasteners,"Advantus Rubber Bands, Metal",16.71
18494,OFF-AR-10000027,Office Supplies,Art,"Boston Pencil Sharpener, Easy-Erase",30.21
18495,OFF-ST-10004841,Office Supplies,Storage,"Eldon Box, Blue",10.26
18504,TEC-BEL-10001189,Technology,Accessories,"Belkin Router, Erganomic",256.56
18508,OFF-AR-10000812,Office Supplies,Art,"Binney & Smith Pens, Fluorescent",8.8
18512,OFF-NOV-10004223,Office Supplies,Labels,"Novimex Shipping Labels, Adjustable",8.88
18513,OFF-LA-10004964,Office Supplies,Labels,"Smead Shipping Labels, Adjustable",9.51
18525,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,459.99
18526,TEC-AC-10004808,Technology,Accessories,"Memorex Router, Erganomic",244.02
18529,FUR-OFF-10004214,Furniture,Chairs,"Office Star Executive Leather Armchair, Red",469.68
18539,TEC-MA-10003486,Technology,Machines,"StarTech Phone, White",72.93
18548,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,39.99
18555,OFF-PA-10002941,Office Supplies,Paper,"Green Bar Computer Printout Paper, Premium",29.76
18557,TEC-AC-10002363,Technology,Accessories,"Logitech Keyboard, USB",72.66
18560,FUR-TEN-10000525,Furniture,Furnishings,"Tenex Clock, Black",50.25
18565,OFF-EN-10001621,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, Security-Tint",19.74
18576,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",10.43
18583,OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,3.98
18594,OFF-AR-10003829,Office Supplies,Art,Newell 35,3.28
18598,TEC-PH-10002306,Technology,Phones,"Motorola Smart Phone, Full Size",429.32
18600,TEC-AC-10002340,Technology,Accessories,"Logitech Router, Bluetooth",247.32
18602,TEC-CO-10003393,Technology,Copiers,"Sharp Personal Copier, Digital",119.64
18607,FUR-BO-10002738,Furniture,Bookcases,"Sauder Corner Shelving, Mobile",149.82
18609,FUR-HAR-10004086,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Black",95.46
18613,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,120.98
18615,OFF-ST-10000210,Office Supplies,Storage,"Tenex Lockers, Wire Frame",203.22
18620,TEC-CO-10003901,Technology,Copiers,"HP Copy Machine, Color",241.89
18622,OFF-EN-10004424,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Set of 50",47.82
18625,FUR-BO-10000120,Furniture,Bookcases,"Sauder Stackable Bookrack, Mobile",146.82
18626,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",7.04
18630,OFF-BI-10004376,Office Supplies,Binders,"Ibico Index Tab, Economy",10.41
18634,OFF-EN-10003920,Office Supplies,Envelopes,"Jiffy Business Envelopes, Set of 50",19.5
18636,OFF-LA-10004166,Office Supplies,Labels,"Avery Legal Exhibit Labels, 5000 Label Set",11.73
18638,OFF-FA-10000999,Office Supplies,Fasteners,"OIC Thumb Tacks, 12 Pack",13.5
18643,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",9.49
18653,TEC-PH-10002904,Technology,Phones,"Samsung Smart Phone, Full Size",424.96
18658,TEC-CO-10003262,Technology,Copiers,"HP Wireless Fax, Laser",240.14
18661,TEC-CO-10000296,Technology,Copiers,"Canon Fax and Copier, Digital",127.32
18663,TEC-PH-10000490,Technology,Phones,"Motorola Audio Dock, Full Size",174.66
18666,OFF-AP-10002264,Office Supplies,Appliances,"KitchenAid Blender, White",99.6
18672,FUR-BO-10004316,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Pine",144.72
18674,FUR-BO-10000148,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Metal",95.22
18685,TEC-PH-10000599,Technology,Phones,"Samsung Audio Dock, Cordless",113.12
18690,TEC-MA-10001832,Technology,Machines,"Okidata Card Printer, Durable",117.3
18697,TEC-PH-10003764,Technology,Phones,"Cisco Office Telephone, Cordless",55.54
18700,OFF-FA-10004997,Office Supplies,Fasteners,"Accos Paper Clips, Bulk Pack",14.16
18705,OFF-SU-10003211,Office Supplies,Supplies,"Acme Ruler, Steel",16.11
18707,OFF-SME-10004926,Office Supplies,Labels,"Smead File Folder Labels, Laser Printer Compatible",8.88
18727,OFF-BI-10002607,Office Supplies,Binders,"Ibico Binder Covers, Clear",8.74
18733,OFF-ACC-10000497,Office Supplies,Fasteners,"Accos Rubber Bands, Assorted Sizes",14.13
18740,FUR-BO-10004452,Furniture,Bookcases,"Bush Classic Bookcase, Pine",276.02
18742,FUR-BO-10002889,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",124.11
18744,FUR-TA-10004810,Furniture,Tables,"Barricks Computer Table, Adjustable Height",316.94
18748,OFF-SU-10001791,Office Supplies,Supplies,"Elite Box Cutter, Serrated",31.59
18762,FUR-HON-10003950,Furniture,Tables,"Hon Coffee Table, Adjustable Height",318.09
18764,OFF-AP-10001504,Office Supplies,Appliances,"Cuisinart Blender, Black",66.42
18771,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,189.0
18777,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",17.48
18790,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",23.99
18822,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,6.94
18823,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,10.98
18828,OFF-BI-10001150,Office Supplies,Binders,"Avery Index Tab, Economy",5.22
18848,OFF-AP-10001298,Office Supplies,Appliances,"Breville Stove, Black",560.97
18851,TEC-PH-10000019,Technology,Phones,"Motorola Audio Dock, Full Size",174.66
18859,FUR-HON-10003533,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",459.63
18861,OFF-AP-10004511,Office Supplies,Appliances,"Cuisinart Refrigerator, Black",495.51
18865,FUR-TA-10004484,Furniture,Tables,"Barricks Wood Table, Adjustable Height",519.12
18866,TEC-PH-10004028,Technology,Phones,"Apple Headset, Full Size",74.55
18868,TEC-SAN-10001506,Technology,Accessories,"SanDisk Router, Programmable",257.85
18871,TEC-SAN-10000260,Technology,Accessories,"SanDisk Keyboard, Programmable",82.98
18873,TEC-MA-10003079,Technology,Machines,"Panasonic Card Printer, Wireless",173.82
18895,OFF-LA-10000155,Office Supplies,Labels,"Novimex Round Labels, Alphabetical",6.09
18901,FUR-TA-10002519,Furniture,Tables,"Lesro Conference Table, with Bottom Storage",571.72
18904,FUR-FU-10002722,Furniture,Furnishings,"Tenex Photo Frame, Erganomic",50.46
18908,FUR-BAR-10002710,Furniture,Tables,"Barricks Coffee Table, Adjustable Height",303.69
18913,FUR-FU-10002837,Furniture,Furnishings,"Advantus Frame, Duo Pack",74.12
18914,OFF-EN-10001136,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Recycled",45.72
18935,OFF-BI-10004486,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Durable",29.49
18936,TEC-BEL-10003311,Technology,Accessories,"Belkin Keyboard, USB",84.09
18952,FUR-TA-10002527,Furniture,Tables,"Barricks Round Table, Fully Assembled",502.98
18953,OFF-ST-10002763,Office Supplies,Storage,"Fellowes Lockers, Wire Frame",206.4
18958,OFF-BI-10001858,Office Supplies,Binders,"Ibico Binding Machine, Durable",52.92
18966,FUR-FU-10002848,Furniture,Furnishings,"Advantus Stacking Tray, Black",26.43
18967,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,60.97
18992,OFF-LA-10004576,Office Supplies,Labels,"Harbour Creations File Folder Labels, Laser Printer Compatible",5.82
19006,FUR-BO-10004844,Furniture,Bookcases,"Sauder Corner Shelving, Mobile",149.82
19010,TEC-CO-10002962,Technology,Copiers,"Sharp Wireless Fax, Color",357.36
19012,OFF-ST-10001941,Office Supplies,Storage,"Rogers Lockers, Wire Frame",140.46
19015,TEC-PH-10002332,Technology,Phones,"Motorola Audio Dock, VoIP",115.64
19021,TEC-AC-10000450,Technology,Accessories,"Enermax Keyboard, USB",83.67
19025,OFF-BRE-10004933,Office Supplies,Appliances,"Breville Toaster, Silver",77.46
19027,FUR-BO-10001358,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Traditional",95.58
19043,OFF-EN-10004521,Office Supplies,Envelopes,"Ames Manila Envelope, Security-Tint",27.09
19047,OFF-ELD-10001318,Office Supplies,Storage,"Eldon Lockers, Industrial",198.39
19055,OFF-STA-10002791,Office Supplies,Art,"Stanley Sketch Pad, Water Color",47.61
19069,OFF-KRA-10002085,Office Supplies,Envelopes,"Kraft Clasp Envelope, with clear poly window",12.54
19073,OFF-KLE-10000466,Office Supplies,Supplies,"Kleencut Letter Opener, Easy Grip",27.06
19080,OFF-AR-10002375,Office Supplies,Art,Newell 351,3.28
19091,OFF-ENE-10003066,Office Supplies,Paper,"Enermax Memo Slips, Multicolor",17.07
19093,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",2.1
19096,FUR-BO-10004842,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Pine",142.8
19098,FUR-BO-10003499,Furniture,Bookcases,"Ikea Library with Doors, Pine",243.16
